Frame Rate:,30.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
1,00:00:00.033,0.05873164424189815,0.09880235460069445,0.020053439670138888,0.05733913845486111
2,00:00:00.067,0.003406665943287037,0.007961697048611112,0.00054931640625,0.001708984375
3,00:00:00.100,0.004177517361111111,0.010776095920138888,0.0005628797743055555,0.001193576388888889
4,00:00:00.133,0.01937527126736111,0.024678548177083332,0.005479600694444444,0.027967664930555556
5,00:00:00.167,0.005680790653935185,0.009969075520833334,0.0035603841145833335,0.003512912326388889
6,00:00:00.200,0.0012026186342592594,0.0030110677083333335,0.00020345052083333334,0.0003933376736111111
7,00:00:00.233,0.00036168981481481485,0.00037299262152777775,0.0002780490451388889,0.00043402777777777775
8,00:00:00.267,0.005884241174768518,0.008646647135416666,0.00390625,0.005099826388888889
9,00:00:00.300,0.001286259403935185,0.0006646050347222222,0.002678765190972222,0.0005154079861111111
10,00:00:00.333,0.00023509837962962967,0.00037977430555555556,0.00011528862847222222,0.00021023220486111112
11,00:00:00.367,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
12,00:00:00.400,0.001048900462962963,0.00031873914930555556,0.002617730034722222,0.00021023220486111112
13,00:00:00.433,0.001437717013888889,0.0011054144965277778,0.0026109483506944445,0.0005967881944444445
14,00:00:00.467,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
15,00:00:00.500,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
16,00:00:00.533,0.0008635344328703703,0.0,0.002590603298611111,0.0
17,00:00:00.567,0.0008499710648148148,0.0,0.0025499131944444445,0.0
18,00:00:00.600,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
19,00:00:00.633,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
20,00:00:00.667,0.0008499710648148148,0.0,0.0025499131944444445,0.0
21,00:00:00.700,0.0008499710648148148,0.0,0.0025499131944444445,0.0
22,00:00:00.733,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
23,00:00:00.767,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
24,00:00:00.800,0.0008499710648148148,0.0,0.0025499131944444445,0.0
25,00:00:00.833,0.0008499710648148148,0.0,0.0025499131944444445,0.0
26,00:00:00.867,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
27,00:00:00.900,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
28,00:00:00.933,0.0008499710648148148,0.0,0.0025499131944444445,0.0
29,00:00:00.967,0.0008499710648148148,0.0,0.0025499131944444445,0.0
30,00:00:01.000,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
31,00:00:01.033,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
32,00:00:01.067,0.0008499710648148148,0.0,0.0025499131944444445,0.0
33,00:00:01.100,0.0008499710648148148,0.0,0.0025499131944444445,0.0
34,00:00:01.133,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
35,00:00:01.167,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
36,00:00:01.200,0.0008499710648148148,0.0,0.0025499131944444445,0.0
37,00:00:01.233,0.0008499710648148148,0.0,0.0025499131944444445,0.0
38,00:00:01.267,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
39,00:00:01.300,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
40,00:00:01.333,0.0008499710648148148,0.0,0.0025499131944444445,0.0
41,00:00:01.367,0.0008544921875,0.0,0.0025634765625,0.0
42,00:00:01.400,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
43,00:00:01.433,0.00018310546875,0.0002712673611111111,0.00010850694444444444,0.00016954210069444444
44,00:00:01.467,0.0008499710648148148,0.0,0.0025499131944444445,0.0
45,00:00:01.500,0.0008499710648148148,0.0,0.0025499131944444445,0.0
46,00:00:01.533,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
47,00:00:01.567,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
48,00:00:01.600,0.0008590133101851852,0.0,0.0025770399305555555,0.0
49,00:00:01.633,0.0008522316261574073,0.0,0.002556694878472222,0.0
50,00:00:01.667,0.00018310546875,0.0002712673611111111,0.00010850694444444444,0.00016954210069444444
51,00:00:01.700,0.00018310546875,0.0002712673611111111,0.00010850694444444444,0.00016954210069444444
52,00:00:01.733,0.0019056532118055553,0.0022786458333333335,0.0027872721354166665,0.0006510416666666666
53,00:00:01.767,0.003490306712962963,0.005744086371527778,0.002902560763888889,0.0018242730034722222
54,00:00:01.800,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
55,00:00:01.833,0.0002486617476851852,0.00031873914930555556,0.00020345052083333334,0.00022379557291666666
56,00:00:01.867,0.002778229890046296,0.0003662109375,0.0026380750868055555,0.005330403645833333
57,00:00:01.900,0.002007378472222222,0.0,0.0025634765625,0.0034586588541666665
58,00:00:01.933,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
59,00:00:01.967,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
60,00:00:02.000,0.008732548466435184,0.014533148871527778,0.003058539496527778,0.00860595703125
61,00:00:02.033,0.002983940972222222,0.003167046440972222,0.0028483072916666665,0.002936469184027778
62,00:00:02.067,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
63,00:00:02.100,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
64,00:00:02.133,0.002952293113425926,0.002081976996527778,0.0027330186631944445,0.004041883680555556
65,00:00:02.167,0.0027669270833333335,0.0004069010416666667,0.002570258246527778,0.005323621961805556
66,00:00:02.200,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
67,00:00:02.233,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
68,00:00:02.267,0.001225224247685185,0.0007866753472222222,0.0025499131944444445,0.0003390842013888889
69,00:00:02.300,0.001225224247685185,0.0007866753472222222,0.0025499131944444445,0.0003390842013888889
70,00:00:02.333,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
71,00:00:02.367,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
72,00:00:02.400,0.0032823350694444445,0.002956814236111111,0.0027601453993055555,0.004130045572916667
73,00:00:02.433,0.0032823350694444445,0.002956814236111111,0.0027601453993055555,0.004130045572916667
74,00:00:02.467,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
75,00:00:02.500,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
76,00:00:02.533,0.0009923864293981482,0.0003662109375,0.0025499131944444445,6.103515625e-05
77,00:00:02.567,0.001148365162037037,0.00067138671875,0.002590603298611111,0.00018310546875
78,00:00:02.600,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
79,00:00:02.633,0.00018084490740740742,0.0002712673611111111,0.00010172526041666667,0.00016954210069444444
80,00:00:02.667,0.003033673321759259,0.0052490234375,0.002651638454861111,0.0012003580729166667
81,00:00:02.700,0.16503002025462962,0.21516927083333334,0.17692735460069445,0.1029934353298611
82,00:00:02.733,0.00408031322337963,0.008165147569444444,0.0019124348958333333,0.002163357204861111
83,00:00:02.767,0.022404423466435185,0.031962076822916664,0.0096435546875,0.025607638888888888
84,00:00:02.800,0.06220386646412037,0.08961317274305555,0.03179931640625,0.06519911024305555
85,00:00:02.833,0.4656575520833333,0.68267822265625,0.2246161566840278,0.4896782769097222
86,00:00:02.867,1.7292209201388886,2.0305311414930554,0.4414808485243056,2.7156507703993054
87,00:00:02.900,0.6867924442997686,1.5286051432291667,0.1596950954861111,0.3720770941840278
88,00:00:02.933,0.39715576171875,0.6906602647569444,0.05988905164930555,0.44091796875
89,00:00:02.967,4.971033166956018,3.7926567925347223,6.913892957899305,4.206549750434028
90,00:00:03.000,5.864653410734953,5.93780517578125,7.302266438802083,4.353888617621528
91,00:00:03.033,7.335469563802083,3.5500895182291665,14.53182644314236,3.9244927300347223
92,00:00:03.067,6.049754955150463,2.7368028428819446,12.180257161458334,3.232204861111111
93,00:00:03.100,6.719878020109955,6.699028862847222,8.882310655381945,4.578294542100695
94,00:00:03.133,9.281711154513888,8.438164605034721,13.051500108506945,6.35546875
95,00:00:03.167,8.771341959635416,6.396491156684028,12.70761447482639,7.209920247395833
96,00:00:03.200,4.764888057002315,4.18365478515625,6.348307291666667,3.7627020941840277
97,00:00:03.233,5.047112358940972,4.934800889756945,6.369466145833333,3.837070041232639
98,00:00:03.267,3.450039333767361,3.4748738606770835,4.441908094618055,2.4333360460069446
99,00:00:03.300,3.5386917679398144,7.476691351996528,0.09374321831597222,3.0456407335069446
100,00:00:03.333,0.48772515190972215,0.7902357313368056,0.027988009982638888,0.6449517144097222
101,00:00:03.367,0.045536747685185175,0.0882229275173611,0.002495659722222222,0.045891655815972224
102,00:00:03.400,0.24464925130208334,0.4139268663194444,0.009406195746527778,0.3106146918402778
103,00:00:03.433,0.06499113859953705,0.11699083116319445,0.010823567708333334,0.06715901692708333
104,00:00:03.467,0.005343967013888888,0.007527669270833333,0.00079345703125,0.007710774739583333
105,00:00:03.500,0.00502296730324074,0.009880913628472222,0.0008273654513888889,0.004360622829861111
106,00:00:03.533,0.02141655815972222,0.039252387152777776,0.0033772786458333335,0.021620008680555556
107,00:00:03.567,0.019614890769675927,0.03477647569444445,0.003879123263888889,0.020189073350694444
108,00:00:03.600,0.003937897858796296,0.005859375,0.0004475911458333333,0.005506727430555556
109,00:00:03.633,0.003996672453703704,0.008015950520833334,0.00041368272569444444,0.0035603841145833335
110,00:00:03.667,0.018532081886574073,0.030436197916666668,0.001925998263888889,0.023234049479166668
111,00:00:03.700,0.022356951678240738,0.040459526909722224,0.002346462673611111,0.024264865451388888
112,00:00:03.733,0.003494827835648148,0.007344563802083333,0.00023735894097222222,0.002902560763888889
113,00:00:03.767,0.002843786168981482,0.005527072482638889,0.00025092230902777775,0.002753363715277778
114,00:00:03.800,0.01708758318865741,0.034403483072916664,0.0018310546875,0.015028211805555556
115,00:00:03.833,0.013979311342592593,0.028130425347222224,0.00164794921875,0.012159559461805556
116,00:00:03.867,0.0027284975405092587,0.005357530381944444,0.00023057725694444444,0.002597384982638889
117,00:00:03.900,0.0027149341724537032,0.005357530381944444,0.00018988715277777778,0.002597384982638889
118,00:00:03.933,0.01518871166087963,0.03195529513888889,0.001220703125,0.01239013671875
119,00:00:03.967,0.012150517216435187,0.023593478732638888,0.0012410481770833333,0.011617024739583334
120,00:00:04.000,0.002721715856481481,0.005357530381944444,0.00021023220486111112,0.002597384982638889
121,00:00:04.033,0.002721715856481481,0.005357530381944444,0.00021023220486111112,0.002597384982638889
122,00:00:04.067,0.012903284143518517,0.025906032986111112,0.0012342664930555555,0.011569552951388888
123,00:00:04.100,0.013108995225694446,0.02484130859375,0.00128173828125,0.013203938802083334
124,00:00:04.133,0.002721715856481481,0.005357530381944444,0.00021023220486111112,0.002597384982638889
125,00:00:04.167,0.0027194552951388886,0.005357530381944444,0.00020345052083333334,0.002597384982638889
126,00:00:04.200,0.014691388165509259,0.025831434461805556,0.0012681749131944445,0.016974555121527776
127,00:00:04.233,0.06077971281828703,0.1340264214409722,0.0034586588541666665,0.044854058159722224
128,00:00:04.267,0.008694118923611112,0.017923990885416668,0.0009562174479166666,0.0072021484375
129,00:00:04.300,0.036969220196759266,0.07877604166666667,0.00128173828125,0.030849880642361112
130,00:00:04.333,0.41946976273148145,0.6035630967881944,0.20625813802083334,0.4485880533854167
131,00:00:04.367,0.15037480107060186,0.3178236219618056,0.003940158420138889,0.1293606228298611
132,00:00:04.400,0.351646140769676,0.5371568467881944,0.016228569878472224,0.5015530056423612
133,00:00:04.433,0.05437780309606482,0.10860188802083333,0.03257921006944445,0.021952311197916668
134,00:00:04.467,0.09210883246527778,0.21370442708333334,0.005906846788194444,0.05671522352430555
135,00:00:04.500,0.0949119285300926,0.19679768880208334,0.039360894097222224,0.048577202690972224
136,00:00:04.533,0.04410581235532407,0.08732774522569445,0.013665093315972222,0.03132459852430555
137,00:00:04.567,0.022745768229166668,0.03538682725694445,0.017754448784722224,0.015096028645833334
138,00:00:04.600,0.10237178096064814,0.22922770182291666,0.023579915364583332,0.05430772569444445
139,00:00:04.633,0.04924632884837963,0.07328287760416667,0.04342990451388889,0.031026204427083332
140,00:00:04.667,0.09755226417824074,0.17041015625,0.04598659939236111,0.0762600368923611
141,00:00:04.700,3.1940013744212963,2.9211629231770835,4.619086371527778,2.0417548285590277
142,00:00:04.733,3.6182002314814814,3.0609944661458335,5.44024658203125,2.353359646267361
143,00:00:04.767,5.782812047887732,3.7689683702256946,10.249884711371529,3.3295830620659723
144,00:00:04.800,8.522648564091435,4.511006673177083,16.939561631944443,4.117377387152778
145,00:00:04.833,5.6939471209490735,3.3947211371527777,10.236829969618055,3.450290256076389
146,00:00:04.867,8.300760904947916,2.249294704861111,19.547953287760418,3.1050347222222223
147,00:00:04.900,5.546210394965278,0.6715766059027778,14.4061279296875,1.5609266493055556
148,00:00:04.933,4.839384856047453,0.6790635850694444,12.28304714626736,1.5560438368055556
149,00:00:04.967,3.5816311306423607,0.6218804253472222,8.751688639322916,1.3713243272569444
150,00:00:05.000,2.271531846788194,0.4816216362847222,5.196187337239583,1.1367865668402777
151,00:00:05.033,0.0693653247974537,0.08038330078125,0.033867730034722224,0.0938449435763889
152,00:00:05.067,0.043820981626157406,0.015625,0.008226182725694444,0.10761176215277778
153,00:00:05.100,0.007640697337962962,0.006673177083333333,0.0006578233506944445,0.015591091579861112
154,00:00:05.133,0.0890774197048611,0.056816948784722224,0.009487575954861112,0.200927734375
155,00:00:05.167,0.04667381004050925,0.030517578125,0.005601671006944444,0.10390218098958333
156,00:00:05.200,0.0020186812789351853,0.002509223090277778,0.0005832248263888889,0.002963595920138889
157,00:00:05.233,0.00013111255787037038,0.0,0.00035264756944444444,4.0690104166666664e-05
158,00:00:05.267,0.020661530671296297,0.013095431857638888,0.0037367078993055555,0.04515245225694445
159,00:00:05.300,0.01831280743634259,0.009765625,0.003668891059027778,0.04150390625
160,00:00:05.333,7.911964699074074e-05,0.0,0.00023735894097222222,0.0
161,00:00:05.367,8.590133101851852e-05,0.0,0.00025770399305555556,0.0
162,00:00:05.400,0.043660481770833336,0.023600260416666668,0.0035807291666666665,0.10380045572916667
163,00:00:05.433,0.0010534215856481482,0.0,0.0031602647569444445,0.0
164,00:00:05.467,8.816189236111111e-05,0.0,0.0002644856770833333,0.0
165,00:00:05.500,8.816189236111111e-05,0.0,0.0002644856770833333,0.0
166,00:00:05.533,0.0010353370949074076,0.00020345052083333334,0.002902560763888889,0.0
167,00:00:05.567,0.0010873300057870371,0.00020345052083333334,0.003058539496527778,0.0
168,00:00:05.600,8.364076967592592e-05,0.0,0.00025092230902777775,0.0
169,00:00:05.633,8.364076967592592e-05,0.0,0.00025092230902777775,0.0
170,00:00:05.667,0.0009562174479166666,0.0,0.00286865234375,0.0
171,00:00:05.700,0.0009856047453703704,0.0,0.002956814236111111,0.0
172,00:00:05.733,8.590133101851852e-05,0.0,0.00025770399305555556,0.0
173,00:00:05.767,8.364076967592592e-05,0.0,0.00025092230902777775,0.0
174,00:00:05.800,0.000953956886574074,0.0,0.002861870659722222,0.0
175,00:00:05.833,0.04901575159143518,0.03355577256944445,0.005825466579861111,0.107666015625
176,00:00:05.867,0.0008386682581018518,0.0014580620659722222,0.0004543728298611111,0.0006035698784722222
177,00:00:05.900,0.20200828269675927,0.20298258463541666,0.1683281792534722,0.2347140842013889
178,00:00:05.933,0.02897361472800926,0.03141954210069445,0.004896375868055556,0.050604926215277776
179,00:00:05.967,0.026256419994212965,0.0379638671875,0.017693413628472224,0.023111979166666668
180,00:00:06.000,0.011517560040509259,0.011121961805555556,0.016262478298611112,0.007168240017361111
181,00:00:06.033,0.02482322410300926,0.017469618055555556,0.022508409288194444,0.034491644965277776
182,00:00:06.067,0.09184208622685185,0.0679592556423611,0.022067599826388888,0.18549940321180555
183,00:00:06.100,0.010116012008101851,0.016893174913194444,0.005228678385416667,0.008226182725694444
184,00:00:06.133,12.064952709056712,1.2327067057291667,33.68206787109375,1.2800835503472223
185,00:00:06.167,4.41795970775463,2.2286309136284723,8.691880967881945,2.3333672417534723
186,00:00:06.200,5.235810456452547,2.7674153645833335,10.1541748046875,2.7858412000868054
187,00:00:06.233,5.7494280779803235,3.7687513563368054,10.35696072048611,3.1225721571180554
188,00:00:06.267,5.679169831452547,4.706590440538195,9.052327473958334,3.278591579861111
189,00:00:06.300,4.950315122251157,4.786661783854167,7.358045789930555,2.70623779296875
190,00:00:06.333,5.3107073748553235,4.150648328993055,8.570359971788195,3.2111138237847223
191,00:00:06.367,3.0877956814236107,2.83685302734375,4.690131293402778,1.7364027235243056
192,00:00:06.400,0.01792625144675926,0.041056315104166664,0.0006917317708333334,0.012030707465277778
193,00:00:06.433,0.0926536277488426,0.21241590711805555,0.005608452690972222,0.0599365234375
194,00:00:06.467,0.07254593460648148,0.17100016276041666,0.007880316840277778,0.03875732421875
195,00:00:06.500,0.004928023726851852,0.009779188368055556,0.0008002387152777778,0.004204644097222222
196,00:00:06.533,0.0071433738425925935,0.015638563368055556,0.0007731119791666666,0.005018446180555556
197,00:00:06.567,0.04778374565972223,0.11686197916666667,0.004170735677083333,0.022318522135416668
198,00:00:06.600,0.04022216796875,0.09505208333333333,0.003207736545138889,0.022406684027777776
199,00:00:06.633,0.010572645399305554,0.0244140625,0.00048149956597222225,0.006822374131944444
200,00:00:06.667,0.004105179398148149,0.009785970052083334,0.0004475911458333333,0.002081976996527778
201,00:00:06.700,0.1235984519675926,0.2982109917534722,0.006720648871527778,0.06586371527777778
202,00:00:06.733,0.015701859085648147,0.035970052083333336,0.0037027994791666665,0.007432725694444444
203,00:00:06.767,0.005540635850694444,0.01287841796875,0.0013902452256944445,0.002353244357638889
204,00:00:06.800,0.00377513744212963,0.0086669921875,0.0008612738715277778,0.001797146267361111
205,00:00:06.833,0.021995261863425927,0.04869249131944445,0.00225830078125,0.015034993489583334
206,00:00:06.867,0.016621907552083332,0.03776719835069445,0.004896375868055556,0.0072021484375
207,00:00:06.900,0.017284252025462965,0.041829427083333336,0.004774305555555556,0.0052490234375
208,00:00:06.933,0.00626853660300926,0.014180501302083334,0.0023668077256944445,0.00225830078125
209,00:00:06.967,0.017128273292824073,0.041178385416666664,0.0028550889756944445,0.007351345486111111
210,00:00:07.000,0.008870442708333334,0.018948025173611112,0.004814995659722222,0.0028483072916666665
211,00:00:07.033,0.005409523292824074,0.013129340277777778,0.0012749565972222222,0.0018242730034722222
212,00:00:07.067,0.0028098777488425927,0.007086859809027778,0.00022379557291666666,0.0011189778645833333
213,00:00:07.100,0.012078179253472222,0.030856662326388888,0.0008544921875,0.004523383246527778
214,00:00:07.133,0.010391800491898149,0.025627983940972224,0.0009833441840277778,0.004564073350694444
215,00:00:07.167,0.002070674189814815,0.005255805121527778,9.494357638888889e-05,0.0008612738715277778
216,00:00:07.200,0.00336597583912037,0.008653428819444444,0.000244140625,0.0012003580729166667
217,00:00:07.233,0.13419144241898148,0.15178087022569445,0.21586100260416666,0.034932454427083336
218,00:00:07.267,0.009813096788194444,0.024217393663194444,0.0011732313368055555,0.004048665364583333
219,00:00:07.300,0.0021633572048611114,0.005255805121527778,0.00030517578125,0.0009290907118055555
220,00:00:07.333,0.002617730034722222,0.00616455078125,0.00043402777777777775,0.001254611545138889
221,00:00:07.367,0.02203143084490741,0.044331868489583336,0.011237250434027778,0.010525173611111112
222,00:00:07.400,0.04216625072337963,0.068115234375,0.04379611545138889,0.01458740234375
223,00:00:07.433,0.017496744791666668,0.019497341579861112,0.024339463975694444,0.008653428819444444
224,00:00:07.467,0.021516022858796297,0.021023220486111112,0.035319010416666664,0.008205837673611112
225,00:00:07.500,0.044026692708333336,0.06142849392361111,0.050543891059027776,0.020107693142361112
226,00:00:07.533,0.06574616608796297,0.14396158854166666,0.004855685763888889,0.048421223958333336
227,00:00:07.567,0.026647497106481483,0.025302463107638888,0.04582383897569445,0.008816189236111112
228,00:00:07.600,0.07182707609953703,0.1589898003472222,0.03703477647569445,0.019456651475694444
229,00:00:07.633,3.6000049732349537,2.6943834092881946,5.952406141493055,2.153225368923611
230,00:00:07.667,4.862273039641203,3.5842827690972223,7.780978732638889,3.2215576171875
231,00:00:07.700,5.806360315393519,3.8492499457465277,9.83504909939236,3.7347819010416665
232,00:00:07.733,6.923674406828703,4.031317816840278,12.284783257378471,4.454922146267361
233,00:00:07.767,6.821747956452547,3.5062662760416665,13.03897433810764,3.9200032552083335
234,00:00:07.800,7.1862001772280095,3.0111762152777777,14.762620713975695,3.7848036024305554
235,00:00:07.833,6.142146357783564,2.8620130750868054,12.075927734375,3.488498263888889
236,00:00:07.867,5.5193345811631955,2.71002197265625,10.147040473090279,3.7009412977430554
237,00:00:07.900,3.6312165436921298,2.219875759548611,5.850111219618055,2.8236626519097223
238,00:00:07.933,2.94586181640625,2.0551689995659723,4.45880126953125,2.3236151801215277
239,00:00:07.967,0.09383364076967592,0.1723904079861111,0.036580403645833336,0.07253011067708333
240,00:00:08.000,0.021188241464120367,0.030239529079861112,0.0034993489583333335,0.029825846354166668
241,00:00:08.033,0.008086027922453705,0.011969672309027778,0.0013563368055555555,0.010932074652777778
242,00:00:08.067,0.025270815248842598,0.03727891710069445,0.00640869140625,0.032124837239583336
243,00:00:08.100,0.02472601996527778,0.05221218532986111,0.006571451822916667,0.015394422743055556
244,00:00:08.133,0.003334327980324074,0.004509819878472222,0.00091552734375,0.00457763671875
245,00:00:08.167,0.0031512225115740747,0.004462348090277778,0.0009426540798611111,0.004048665364583333
246,00:00:08.200,0.018235948350694444,0.028164333767361112,0.004014756944444444,0.022528754340277776
